,stories,topics,locations,left,center,right,story_links,majority_coverage,n_sources,title,source,sample,lean,date
11,Trump hints at legal action in response to Mar-a-Lago search,US & Canada, Washington,35%,18%,47%,http://ground.news/article/trump-hints-at-legal-action-in-response-to-mar-a-lago-search_881e37,Right,17,Trump Threatens 'Major Motion' Based On Fourth Amendment In FBI Mar-A-Lago Search,HuffPost,"Trump claims his rights have been ""violated in a level rarely seen before in our country.""",left,2022-08-20
12,Pence says he didn’t leave office with classified material,US & Canada, Washington,29%,50%,21%,http://ground.news/article/pence-says-he-didnt-leave-office-with-classified-material_7ac0ca,Center,48,Pence says he didn't leave office with classified material,CTV News,Former U.S. vice-president Mike Pence said Friday that he didn't take any classified information with him when he left office.,center,2022-08-20
12,Pence says he didn’t leave office with classified material,US & Canada, Washington,29%,50%,21%,http://ground.news/article/pence-says-he-didnt-leave-office-with-classified-material_7ac0ca,Center,48,Former U.S. Vice President Pence says he didn't leave office with classified material,The Hindu,Former Vice President Mike Pence was in Iowa on Friday as part of a two day-trip to the state,left,2022-08-20
12,Pence says he didn’t leave office with classified material,US & Canada, Washington,29%,50%,21%,http://ground.news/article/pence-says-he-didnt-leave-office-with-classified-material_7ac0ca,Center,48,Mike Pence says he didn’t leave office with any classified material,Global News,Pence made the comment a week and a half after the seized classified and top secret information during a search at former President Donald Trump's Mar-a-Lago estate.,left,2022-08-20
12,Pence says he didn’t leave office with classified material,US & Canada, Washington,29%,50%,21%,http://ground.news/article/pence-says-he-didnt-leave-office-with-classified-material_7ac0ca,Center,48,Pence says he didn't leave office with classified material,The Independent,Former Vice President Mike Pence says he didn’t take any classified information with him when he left office,left,2022-08-20
12,Pence says he didn’t leave office with classified material,US & Canada, Washington,29%,50%,21%,http://ground.news/article/pence-says-he-didnt-leave-office-with-classified-material_7ac0ca,Center,48,Former VP Mike Pence says he didn’t leave office with classified material,USA Today,The disclosure — which would typically be unremarkable for a former vice president — is notable given the recent search of Mar-a-Lago.,left,2022-08-20
12,Pence says he didn’t leave office with classified material,US & Canada, Washington,29%,50%,21%,http://ground.news/article/pence-says-he-didnt-leave-office-with-classified-material_7ac0ca,Center,48,Pence says he didn't leave office with classified material,abc News,Former Vice President Mike Pence says he didn’t take any classified information with him when he left office,left,2022-08-20
13,Marjorie Taylor Greene introduces bill to make gender-affirming care for transgender youth a felony,US & Canada, Washington,44%,23%,33%,http://ground.news/article/marjorie-taylor-greene-introduces-bill-to-make-gender-affirming-care-for-transgender-youth-a-felony_84d69b,Left,9,Marjorie Taylor Greene introduces bill to make gender-affirming care for transgender youth a felony,The Hill,Story at a glance Rep. Marjorie Taylor Greene (R-Ga.) on Friday introduced a measure that would make it a felony to provide gender-affirming medical care including puberty blockers and hormones to …,center,2022-08-20
13,Marjorie Taylor Greene introduces bill to make gender-affirming care for transgender youth a felony,US & Canada, Washington,44%,23%,33%,http://ground.news/article/marjorie-taylor-greene-introduces-bill-to-make-gender-affirming-care-for-transgender-youth-a-felony_84d69b,Left,9,Marjorie Taylor Greene seeks to criminalize gender-affirming care for kids,Newsweek,Republican Representative Marjorie Taylor Greene of Georgia hopes to make it a federal felony to provide gender-affirming medical care to transgender children.,center,2022-08-20
13,Marjorie Taylor Greene introduces bill to make gender-affirming care for transgender youth a felony,US & Canada, Washington,44%,23%,33%,http://ground.news/article/marjorie-taylor-greene-introduces-bill-to-make-gender-affirming-care-for-transgender-youth-a-felony_84d69b,Left,9,Rep. Marjorie Taylor Greene Introduces Bill To Make ‘Gender Affirming Care’ On Minors A Felony,The Daily Caller,Republican Georgia Rep. Marjorie Taylor Greene introduced legislation Friday to make performing so-called &amp;quot;gender affirming care&amp;quot; procedures on minors a felony.,right,2022-08-20
13,Marjorie Taylor Greene introduces bill to make gender-affirming care for transgender youth a felony,US & Canada, Washington,44%,23%,33%,http://ground.news/article/marjorie-taylor-greene-introduces-bill-to-make-gender-affirming-care-for-transgender-youth-a-felony_84d69b,Left,9,"Marjorie Taylor Greene introduces bill against 'gender-affirming care' for children, would make  puberty blockers and gender-changing surgery for minors a felony",The Blaze,"Rep. Marjorie Taylor Greene (R-Ga.) will introduce a new bill that would criminalize puberty blockers and gender-changing surgery on children. While appearing on ""Tucker Carlson Tonight"" on Thursday, Greene presented the Protect Children's Innocence Act which aims to protect minors from medical trea...",right,2022-08-20
13,Marjorie Taylor Greene introduces bill to make gender-affirming care for transgender youth a felony,US & Canada, Washington,44%,23%,33%,http://ground.news/article/marjorie-taylor-greene-introduces-bill-to-make-gender-affirming-care-for-transgender-youth-a-felony_84d69b,Left,9,"Marjorie Taylor Greene rolls out ""Protect Children’s Innocence Act""",Salon,The Act pushes to outlaw gender-affirming medical care for transgender youth and make it a felony to provide it,left,2022-08-20
13,Marjorie Taylor Greene introduces bill to make gender-affirming care for transgender youth a felony,US & Canada, Washington,44%,23%,33%,http://ground.news/article/marjorie-taylor-greene-introduces-bill-to-make-gender-affirming-care-for-transgender-youth-a-felony_84d69b,Left,9,Marjorie Taylor Greene announces plan to make transgender treatments for minors a felony,justthenews.com,"“This practice should never happen,” she continued. “It’s so disgusting and appalling... this needs to be illegal.”",right,2022-08-20
14,Islamic State cell member sentenced to life in prison in U.S. for beheadings,Europe, Washington,37%,34%,29%,http://ground.news/article/islamic-state-cell-member-sentenced-to-life-in-prison-in-us-for-beheadings_77dd96,Left,79,Islamic State 'Beatle' gets 8 life terms for US hostages killings,Times of India,Four months ago a jury found the former British citizen guilty of charges that included lethal hostage-taking and conspiracy to commit murder. He was found guilty in April.,right,2022-08-20
14,Islamic State cell member sentenced to life in prison in U.S. for beheadings,Europe, Washington,37%,34%,29%,http://ground.news/article/islamic-state-cell-member-sentenced-to-life-in-prison-in-us-for-beheadings_77dd96,Left,79,Elshafee El Sheikh: Ex-Briton 'Isis Beatle' sentenced to life in prison,BBC News,"Elshafee El Sheikh, 34, was found guilty in April of kidnapping and supporting a terrorist group.",center,2022-08-20
14,Islamic State cell member sentenced to life in prison in U.S. for beheadings,Europe, Washington,37%,34%,29%,http://ground.news/article/islamic-state-cell-member-sentenced-to-life-in-prison-in-us-for-beheadings_77dd96,Left,79,Islamic State militant gets life in U.S. prison over killing of American hostages,Reuters,"A U.S. federal judge sentenced a member of an Islamic State cell known as ""The Beatles"" to life in prison for involvement in a hostage-taking plot that led to the killings of American journalists and aid workers in Syria.",center,2022-08-20
14,Islamic State cell member sentenced to life in prison in U.S. for beheadings,Europe, Washington,37%,34%,29%,http://ground.news/article/islamic-state-cell-member-sentenced-to-life-in-prison-in-us-for-beheadings_77dd96,Left,79,Islamic state member El Shafee Elsheikh sentenced to life in prison,The Guardian,The former British national was involved in taking hostage and beheading American journalists and aid workers,left,2022-08-20
14,Islamic State cell member sentenced to life in prison in U.S. for beheadings,Europe, Washington,37%,34%,29%,http://ground.news/article/islamic-state-cell-member-sentenced-to-life-in-prison-in-us-for-beheadings_77dd96,Left,79,ISIS 'Beatle' gets life term for U.S. hostage deaths,CTV News,British national El Shafee Elsheikh was sentenced to life in prison Friday for his role in an ISIS scheme that took roughly two dozen Westerners hostage a decade ago.,center,2022-08-20
14,Islamic State cell member sentenced to life in prison in U.S. for beheadings,Europe, Washington,37%,34%,29%,http://ground.news/article/islamic-state-cell-member-sentenced-to-life-in-prison-in-us-for-beheadings_77dd96,Left,79,Islamic State cell member sentenced to life in prison in U.S. for beheadings,The Hindu,"U.S. District Court Judge T.S. Ellis sentenced El Shafee Elsheikh, 33, during a hearing in a federal courtroom in Alexandria, Virginia",left,2022-08-20
0,"A dad took photos of his son for the doctor. Google shut down his phone, flagged him as a criminal",Google, California,83%,0%,17%,http://ground.news/article/a-dad-took-photos-of-his-son-for-the-doctor-google-shut-down-his-phone-flagged-him-as-a-criminal,Left,6,"A dad took photos of his son for the doctor. Google shut down his phone, flagged him as a criminal",Sydney Morning Herald,"Google has an automated tool to detect abusive images of children but the system can get it wrong, and the consequences are serious.",left,2022-08-21
0,"A dad took photos of his son for the doctor. Google shut down his phone, flagged him as a criminal",Google, California,83%,0%,17%,http://ground.news/article/a-dad-took-photos-of-his-son-for-the-doctor-google-shut-down-his-phone-flagged-him-as-a-criminal,Left,6,A Dad Took Photos of His Naked Toddler for the Doctor. Google Flagged Him as a Criminal.,New York Times,"Google has an automated tool to detect abusive images of children. But the system can get it wrong, and the consequences are serious.",left,2022-08-21
